# OpenSignals Text File Format. Version 1
# {"": {"position": 0, "device": "", "device name": "", "device connection": "", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10, 10, 10, 10, 6, 6], "firmware version": 1281, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "", "time": "", "channels": [1, 2, 3, 4, 5, 6], "sensor": ["RAW", "RAW", "RAW", "RAW", "RAW", "RAW"], "label": ["A1", "A2", "A3", "A4", "A5", "A6"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A1", "A2", "A3", "A4", "A5", "A6"], "special": [{}, {}, {}, {}, {}, {}], "digital IO": [0, 0, 1, 1], "convertedValues": 0}}
# EndOfHeader
0	0	0	0	0	542	514	0	0	0	0	
1	0	0	0	0	543	517	0	0	0	0	
2	0	0	0	0	544	522	0	0	0	0	
3	0	0	0	0	545	529	0	0	0	0	
4	0	0	0	0	548	540	0	0	0	0	
5	0	0	0	0	550	545	0	0	0	0	
6	0	0	0	0	551	527	0	0	0	0	
7	0	0	0	0	553	490	0	0	0	0	
8	0	0	0	0	555	443	0	0	0	0	
9	0	0	0	0	556	396	0	0	0	0	
10	0	0	0	0	557	359	0	0	0	0	
11	0	0	0	0	557	337	0	0	0	0	
12	0	0	0	0	557	334	0	0	0	0	
13	0	0	0	0	556	352	0	0	0	0	
14	0	0	0	0	556	390	0	0	0	0	
15	0	0	0	0	553	433	0	0	0	0	
0	0	0	0	0	551	469	0	0	0	0	
1	0	0	0	0	550	495	0	0	0	0	
2	0	0	0	0	548	512	0	0	0	0	
3	0	0	0	0	547	522	0	0	0	0	
4	0	0	0	0	546	527	0	0	0	0	
5	0	0	0	0	546	530	0	0	0	0	
6	0	0	0	0	546	535	0	0	0	0	
7	0	0	0	0	546	541	0	0	0	0	
8	0	0	0	0	547	551	0	0	0	0	
9	0	0	0	0	548	555	0	0	0	0	
10	0	0	0	0	549	537	0	0	0	0	
11	0	0	0	0	551	500	0	0	0	0	
12	0	0	0	0	551	455	0	0	0	0	
13	0	0	0	0	551	409	0	0	0	0	
14	0	0	0	0	551	372	0	0	0	0	
15	0	0	0	0	551	351	0	0	0	0	
0	0	0	0	0	550	349	0	0	0	0	
1	0	0	0	0	549	367	0	0	0	0	
2	0	0	0	0	547	404	0	0	0	0	
3	0	0	0	0	546	446	0	0	0	0	
4	0	0	0	0	544	479	0	0	0	0	
5	0	0	0	0	542	501	0	0	0	0	
6	0	0	0	0	541	513	0	0	0	0	
7	0	0	0	0	541	516	0	0	0	0	
8	0	0	0	0	540	516	0	0	0	0	
9	0	0	0	0	540	514	0	0	0	0	
10	0	0	0	0	540	514	0	0	0	0	
11	0	0	0	0	540	518	0	0	0	0	
12	0	0	0	0	540	526	0	0	0	0	
13	0	0	0	0	542	529	0	0	0	0	
14	0	0	0	0	543	511	0	0	0	0	
15	0	0	0	0	543	472	0	0	0	0	
0	0	0	0	0	543	423	0	0	0	0	
1	0	0	0	0	543	376	0	0	0	0	
2	0	0	0	0	543	337	0	0	0	0	
3	0	0	0	0	543	315	0	0	0	0	
4	0	0	0	0	543	312	0	0	0	0	
5	0	0	0	0	542	331	0	0	0	0	
6	0	0	0	0	541	370	0	0	0	0	
7	0	0	0	0	541	415	0	0	0	0	
8	0	0	0	0	542	453	0	0	0	0	
9	0	0	0	0	542	480	0	0	0	0	
10	0	0	0	0	543	497	0	0	0	0	
11	0	0	0	0	546	506	0	0	0	0	
12	0	0	0	0	549	511	0	0	0	0	
13	0	0	0	0	551	514	0	0	0	0	
14	0	0	0	0	554	519	0	0	0	0	
15	0	0	0	0	557	527	0	0	0	0	
0	0	0	0	0	559	539	0	0	0	0	
1	0	0	0	0	560	545	0	0	0	0	
2	0	0	0	0	561	529	0	0	0	0	
3	0	0	0	0	561	493	0	0	0	0	
4	0	0	0	0	559	445	0	0	0	0	
5	0	0	0	0	557	397	0	0	0	0	
6	0	0	0	0	554	357	0	0	0	0	
7	0	0	0	0	550	332	0	0	0	0	
8	0	0	0	0	545	326	0	0	0	0	
9	0	0	0	0	540	340	0	0	0	0	
10	0	0	0	0	536	376	0	0	0	0	
11	0	0	0	0	532	416	0	0	0	0	
12	0	0	0	0	530	451	0	0	0	0	
13	0	0	0	0	528	475	0	0	0	0	
14	0	0	0	0	527	490	0	0	0	0	
15	0	0	0	0	527	499	0	0	0	0	
0	0	0	0	0	530	504	0	0	0	0	
1	0	0	0	0	532	508	0	0	0	0	
2	0	0	0	0	535	514	0	0	0	0	
3	0	0	0	0	539	523	0	0	0	0	
4	0	0	0	0	542	536	0	0	0	0	
5	0	0	0	0	547	543	0	0	0	0	
6	0	0	0	0	550	527	0	0	0	0	
7	0	0	0	0	552	490	0	0	0	0	
8	0	0	0	0	553	443	0	0	0	0	
9	0	0	0	0	554	394	0	0	0	0	
10	0	0	0	0	554	353	0	0	0	0	
11	0	0	0	0	552	327	0	0	0	0	
12	0	0	0	0	551	322	0	0	0	0	
13	0	0	0	0	547	337	0	0	0	0	
14	0	0	0	0	544	373	0	0	0	0	
15	0	0	0	0	542	415	0	0	0	0	
0	0	0	0	0	540	450	0	0	0	0	
1	0	0	0	0	538	475	0	0	0	0	
2	0	0	0	0	536	490	0	0	0	0	
3	0	0	0	0	537	498	0	0	0	0	
4	0	0	0	0	539	502	0	0	0	0	
5	0	0	0	0	540	506	0	0	0	0	
6	0	0	0	0	542	511	0	0	0	0	
7	0	0	0	0	544	520	0	0	0	0	
8	0	0	0	0	547	533	0	0	0	0	
9	0	0	0	0	549	541	0	0	0	0	
10	0	0	0	0	551	525	0	0	0	0	
11	0	0	0	0	552	487	0	0	0	0	
12	0	0	0	0	552	438	0	0	0	0	
13	0	0	0	0	552	387	0	0	0	0	
14	0	0	0	0	553	344	0	0	0	0	
15	0	0	0	0	552	318	0	0	0	0	
0	0	0	0	0	551	312	0	0	0	0	
1	0	0	0	0	550	327	0	0	0	0	
2	0	0	0	0	549	364	0	0	0	0	
3	0	0	0	0	548	408	0	0	0	0	
4	0	0	0	0	547	445	0	0	0	0	
5	0	0	0	0	546	470	0	0	0	0	
6	0	0	0	0	546	486	0	0	0	0	
7	0	0	0	0	546	495	0	0	0	0	
8	0	0	0	0	547	498	0	0	0	0	
9	0	0	0	0	547	501	0	0	0	0	
10	0	0	0	0	548	505	0	0	0	0	
11	0	0	0	0	550	513	0	0	0	0	
12	0	0	0	0	550	526	0	0	0	0	
13	0	0	0	0	552	533	0	0	0	0	
14	0	0	0	0	552	518	0	0	0	0	
15	0	0	0	0	553	483	0	0	0	0	
0	0	0	0	0	552	438	0	0	0	0	
1	0	0	0	0	552	391	0	0	0	0	
2	0	0	0	0	551	354	0	0	0	0	
3	0	0	0	0	550	332	0	0	0	0	
4	0	0	0	0	547	329	0	0	0	0	
5	0	0	0	0	545	348	0	0	0	0	
6	0	0	0	0	543	386	0	0	0	0	
7	0	0	0	0	541	429	0	0	0	0	
8	0	0	0	0	539	464	0	0	0	0	
9	0	0	0	0	537	487	0	0	0	0	
10	0	0	0	0	537	500	0	0	0	0	
11	0	0	0	0	537	505	0	0	0	0	
12	0	0	0	0	537	505	0	0	0	0	
13	0	0	0	0	538	504	0	0	0	0	
14	0	0	0	0	540	505	0	0	0	0	
15	0	0	0	0	541	511	0	0	0	0	
0	0	0	0	0	543	522	0	0	0	0	
1	0	0	0	0	545	529	0	0	0	0	
2	0	0	0	0	547	515	0	0	0	0	
3	0	0	0	0	550	480	0	0	0	0	
4	0	0	0	0	551	435	0	0	0	0	
5	0	0	0	0	553	390	0	0	0	0	
6	0	0	0	0	554	353	0	0	0	0	
7	0	0	0	0	555	332	0	0	0	0	
8	0	0	0	0	555	331	0	0	0	0	
9	0	0	0	0	553	350	0	0	0	0	
10	0	0	0	0	552	388	0	0	0	0	
11	0	0	0	0	551	433	0	0	0	0	
12	0	0	0	0	548	469	0	0	0	0	
13	0	0	0	0	546	494	0	0	0	0	
14	0	0	0	0	544	507	0	0	0	0	
15	0	0	0	0	544	512	0	0	0	0	
0	0	0	0	0	544	513	0	0	0	0	
1	0	0	0	0	544	513	0	0	0	0	
2	0	0	0	0	545	515	0	0	0	0	
3	0	0	0	0	546	520	0	0	0	0	
4	0	0	0	0	548	531	0	0	0	0	
5	0	0	0	0	550	536	0	0	0	0	
6	0	0	0	0	551	520	0	0	0	0	
7	0	0	0	0	552	483	0	0	0	0	
8	0	0	0	0	553	434	0	0	0	0	
9	0	0	0	0	553	384	0	0	0	0	
10	0	0	0	0	553	344	0	0	0	0	
11	0	0	0	0	552	319	0	0	0	0	
12	0	0	0	0	551	315	0	0	0	0	
13	0	0	0	0	550	332	0	0	0	0	
14	0	0	0	0	550	371	0	0	0	0	
15	0	0	0	0	549	417	0	0	0	0	
0	0	0	0	0	548	456	0	0	0	0	
1	0	0	0	0	548	485	0	0	0	0	
2	0	0	0	0	548	504	0	0	0	0	
3	0	0	0	0	549	515	0	0	0	0	
4	0	0	0	0	550	521	0	0	0	0	
5	0	0	0	0	550	524	0	0	0	0	
6	0	0	0	0	551	529	0	0	0	0	
7	0	0	0	0	551	536	0	0	0	0	
8	0	0	0	0	552	547	0	0	0	0	
9	0	0	0	0	553	555	0	0	0	0	
10	0	0	0	0	553	540	0	0	0	0	
11	0	0	0	0	554	506	0	0	0	0	
12	0	0	0	0	555	462	0	0	0	0	
13	0	0	0	0	556	417	0	0	0	0	
14	0	0	0	0	556	381	0	0	0	0	
15	0	0	0	0	556	360	0	0	0	0	
0	0	0	0	0	557	358	0	0	0	0	
1	0	0	0	0	557	377	0	0	0	0	
2	0	0	0	0	557	415	0	0	0	0	
3	0	0	0	0	558	459	0	0	0	0	
4	0	0	0	0	558	495	0	0	0	0	
5	0	0	0	0	558	520	0	0	0	0	
6	0	0	0	0	558	534	0	0	0	0	
7	0	0	0	0	558	540	0	0	0	0	
8	0	0	0	0	558	542	0	0	0	0	
9	0	0	0	0	558	541	0	0	0	0	
10	0	0	0	0	556	541	0	0	0	0	
11	0	0	0	0	555	544	0	0	0	0	
12	0	0	0	0	553	551	0	0	0	0	
13	0	0	0	0	551	555	0	0	0	0	
14	0	0	0	0	548	537	0	0	0	0	
15	0	0	0	0	545	500	0	0	0	0	
0	0	0	0	0	542	452	0	0	0	0	
1	0	0	0	0	540	405	0	0	0	0	
2	0	0	0	0	537	367	0	0	0	0	
3	0	0	0	0	535	345	0	0	0	0	
4	0	0	0	0	534	342	0	0	0	0	
5	0	0	0	0	533	361	0	0	0	0	
6	0	0	0	0	534	399	0	0	0	0	
7	0	0	0	0	535	444	0	0	0	0	
8	0	0	0	0	536	480	0	0	0	0	
9	0	0	0	0	538	503	0	0	0	0	
10	0	0	0	0	540	516	0	0	0	0	
11	0	0	0	0	542	519	0	0	0	0	
12	0	0	0	0	544	519	0	0	0	0	
13	0	0	0	0	545	515	0	0	0	0	
14	0	0	0	0	546	514	0	0	0	0	
15	0	0	0	0	546	517	0	0	0	0	
0	0	0	0	0	547	524	0	0	0	0	
1	0	0	0	0	546	530	0	0	0	0	
2	0	0	0	0	546	515	0	0	0	0	
3	0	0	0	0	546	481	0	0	0	0	
4	0	0	0	0	546	438	0	0	0	0	
5	0	0	0	0	545	395	0	0	0	0	
6	0	0	0	0	546	361	0	0	0	0	
7	0	0	0	0	545	343	0	0	0	0	
8	0	0	0	0	545	344	0	0	0	0	
9	0	0	0	0	545	366	0	0	0	0	
10	0	0	0	0	544	406	0	0	0	0	
11	0	0	0	0	544	453	0	0	0	0	
12	0	0	0	0	543	490	0	0	0	0	
13	0	0	0	0	543	516	0	0	0	0	
14	0	0	0	0	543	530	0	0	0	0	
15	0	0	0	0	542	536	0	0	0	0	
0	0	0	0	0	542	536	0	0	0	0	
1	0	0	0	0	542	534	0	0	0	0	
2	0	0	0	0	541	534	0	0	0	0	
3	0	0	0	0	541	537	0	0	0	0	
4	0	0	0	0	542	544	0	0	0	0	
5	0	0	0	0	543	548	0	0	0	0	
6	0	0	0	0	543	529	0	0	0	0	
7	0	0	0	0	544	489	0	0	0	0	
8	0	0	0	0	545	437	0	0	0	0	
9	0	0	0	0	545	383	0	0	0	0	
10	0	0	0	0	545	339	0	0	0	0	
11	0	0	0	0	544	310	0	0	0	0	
12	0	0	0	0	544	303	0	0	0	0	
13	0	0	0	0	544	318	0	0	0	0	
14	0	0	0	0	543	355	0	0	0	0	
15	0	0	0	0	543	403	0	0	0	0	
0	0	0	0	0	543	444	0	0	0	0	
1	0	0	0	0	543	477	0	0	0	0	
2	0	0	0	0	544	501	0	0	0	0	
3	0	0	0	0	545	517	0	0	0	0	
4	0	0	0	0	547	527	0	0	0	0	
5	0	0	0	0	547	536	0	0	0	0	
6	0	0	0	0	548	543	0	0	0	0	
7	0	0	0	0	548	553	0	0	0	0	
8	0	0	0	0	548	566	0	0	0	0	
9	0	0	0	0	548	572	0	0	0	0	
10	0	0	0	0	548	556	0	0	0	0	
11	0	0	0	0	547	517	0	0	0	0	
12	0	0	0	0	546	465	0	0	0	0	
13	0	0	0	0	546	412	0	0	0	0	
14	0	0	0	0	544	367	0	0	0	0	
15	0	0	0	0	543	338	0	0	0	0	
0	0	0	0	0	541	328	0	0	0	0	
1	0	0	0	0	540	341	0	0	0	0	
2	0	0	0	0	538	375	0	0	0	0	
3	0	0	0	0	537	419	0	0	0	0	
4	0	0	0	0	535	456	0	0	0	0	
5	0	0	0	0	535	485	0	0	0	0	
6	0	0	0	0	534	505	0	0	0	0	
7	0	0	0	0	534	519	0	0	0	0	
8	0	0	0	0	536	527	0	0	0	0	
9	0	0	0	0	537	534	0	0	0	0	
10	0	0	0	0	540	541	0	0	0	0	
11	0	0	0	0	542	551	0	0	0	0	
12	0	0	0	0	544	563	0	0	0	0	
13	0	0	0	0	547	572	0	0	0	0	
14	0	0	0	0	549	556	0	0	0	0	
15	0	0	0	0	551	518	0	0	0	0	
0	0	0	0	0	552	468	0	0	0	0	
1	0	0	0	0	553	415	0	0	0	0	
2	0	0	0	0	552	371	0	0	0	0	
3	0	0	0	0	551	341	0	0	0	0	
4	0	0	0	0	549	332	0	0	0	0	
5	0	0	0	0	548	345	0	0	0	0	
6	0	0	0	0	545	380	0	0	0	0	
7	0	0	0	0	543	423	0	0	0	0	
8	0	0	0	0	541	460	0	0	0	0	
9	0	0	0	0	540	487	0	0	0	0	
10	0	0	0	0	539	504	0	0	0	0	
11	0	0	0	0	538	514	0	0	0	0	
12	0	0	0	0	538	519	0	0	0	0	
13	0	0	0	0	538	523	0	0	0	0	
14	0	0	0	0	539	528	0	0	0	0	
15	0	0	0	0	540	536	0	0	0	0	
0	0	0	0	0	542	548	0	0	0	0	
1	0	0	0	0	544	557	0	0	0	0	
2	0	0	0	0	546	544	0	0	0	0	
3	0	0	0	0	548	508	0	0	0	0	
4	0	0	0	0	549	462	0	0	0	0	
5	0	0	0	0	551	414	0	0	0	0	
6	0	0	0	0	551	373	0	0	0	0	
7	0	0	0	0	551	348	0	0	0	0	
8	0	0	0	0	551	343	0	0	0	0	
9	0	0	0	0	550	358	0	0	0	0	
10	0	0	0	0	549	395	0	0	0	0	
11	0	0	0	0	549	440	0	0	0	0	
12	0	0	0	0	548	480	0	0	0	0	
13	0	0	0	0	548	509	0	0	0	0	
14	0	0	0	0	549	529	0	0	0	0	
15	0	0	0	0	551	540	0	0	0	0	
0	0	0	0	0	552	547	0	0	0	0	
1	0	0	0	0	553	552	0	0	0	0	
2	0	0	0	0	554	558	0	0	0	0	
3	0	0	0	0	555	565	0	0	0	0	
